date,open,high,low,close,volume,outstanding_share,turnover
2000-07-18,7.097706576728537,7.179055649241185,6.955345699831403,7.046863406408132,10408600.0,300000000.0,0.034695333333333335
2000-07-19,7.097706576728537,7.107875210792619,6.914671163575079,6.985851602023646,7856600.0,300000000.0,0.026188666666666666
2000-07-20,7.01635750421589,7.148549747048943,6.965514333895484,7.01635750421589,7741300.0,300000000.0,0.025804333333333332
2000-07-21,7.097706576728537,7.219730185497509,7.036694772344052,7.138381112984861,9590400.0,300000000.0,0.031968
2000-07-24,7.199392917369347,7.219730185497509,6.935008431703242,7.006188870151808,5921600.0,300000000.0,0.019738666666666668
2000-07-25,7.01635750421589,7.036694772344052,6.935008431703242,7.01635750421589,3860900.0,300000000.0,0.012869666666666666
2000-07-26,7.067200674536295,7.4231028667791294,7.067200674536295,7.3315851602024,15412500.0,300000000.0,0.051375
2000-07-27,7.372259696458724,7.443440134907291,7.240067453625671,7.3315851602024,12440100.0,300000000.0,0.041467
2000-07-28,7.3315851602024,7.372259696458724,7.240067453625671,7.301079258010157,7424200.0,300000000.0,0.024747333333333333
2000-07-31,7.32141652613832,7.341753794266481,7.2502360876897525,7.301079258010157,7346200.0,300000000.0,0.024487333333333333
2000-08-01,7.32141652613832,7.514620573355858,7.32141652613832,7.473946037099534,11642500.0,300000000.0,0.038808333333333334
2000-08-02,7.494283305227697,7.667150084317074,7.412934232715048,7.52478920741994,12402700.0,300000000.0,0.041342333333333335
2000-08-03,7.545126475548101,7.656981450252992,7.443440134907291,7.463777403035453,8920600.0,300000000.0,0.029735333333333332
2000-08-04,7.473946037099534,7.52478920741994,7.2502360876897525,7.32141652613832,9412200.0,300000000.0,0.031374
2000-08-07,7.392596964586886,7.779005059021965,7.392596964586886,7.779005059021965,22632200.0,300000000.0,0.07544066666666667
2000-08-08,7.8806913996627745,7.992546374367666,7.717993254637478,7.829848229342369,17513900.0,300000000.0,0.05837966666666667
2000-08-09,7.829848229342369,7.890860033726855,7.646812816188911,7.799342327150126,9920500.0,300000000.0,0.03306833333333333
2000-08-10,7.809510961214207,7.840016863406451,7.656981450252992,7.728161888701559,7316500.0,300000000.0,0.024388333333333335
2000-08-11,7.707824620573398,7.972209106239503,7.667150084317074,7.758667790893802,8730800.0,300000000.0,0.029102666666666666
2000-08-14,7.809510961214207,7.890860033726855,7.758667790893802,7.809510961214207,7228300.0,300000000.0,0.024094333333333332
2000-08-15,7.829848229342369,7.850185497470531,7.697655986509317,7.728161888701559,5339700.0,300000000.0,0.017799
2000-08-16,7.707824620573398,7.728161888701559,7.484114671163615,7.534957841484021,10609100.0,300000000.0,0.03536366666666667
2000-08-17,7.52478920741994,7.667150084317074,7.484114671163615,7.5756323777403445,5551200.0,300000000.0,0.018504
2000-08-18,7.5756323777403445,7.62647554806075,7.463777403035453,7.555295109612182,6779300.0,300000000.0,0.022597666666666665
2000-08-21,7.52478920741994,7.606138279932588,7.473946037099534,7.565463743676264,5985000.0,300000000.0,0.01995
2000-08-22,7.595969645868506,7.809510961214207,7.565463743676264,7.565463743676264,8586900.0,300000000.0,0.028623
2000-08-23,7.52478920741994,7.656981450252992,7.138381112984861,7.545126475548101,11483800.0,300000000.0,0.03827933333333333
2000-08-24,7.545126475548101,7.728161888701559,7.43327150084321,7.616306913996668,7533000.0,300000000.0,0.02511
2000-08-25,7.616306913996668,7.677318718381154,7.52478920741994,7.656981450252992,3898800.0,300000000.0,0.012996
2000-08-28,7.728161888701559,7.8806913996627745,7.707824620573398,7.799342327150126,10017400.0,300000000.0,0.033391333333333335
2000-08-29,7.829848229342369,7.860354131534613,7.728161888701559,7.768836424957883,4776300.0,300000000.0,0.015921
2000-08-30,7.768836424957883,7.768836424957883,7.504451939291777,7.534957841484021,5035700.0,300000000.0,0.016785666666666667
2000-08-31,7.473946037099534,7.514620573355858,7.32141652613832,7.32141652613832,7630100.0,300000000.0,0.025433666666666667
2000-09-01,7.2502360876897525,7.372259696458724,7.199392917369347,7.219730185497509,5850400.0,300000000.0,0.019501333333333332
2000-09-04,7.168887015177104,7.240067453625671,7.006188870151808,7.148549747048943,5573200.0,300000000.0,0.018577333333333335
2000-09-05,7.168887015177104,7.219730185497509,6.914671163575079,6.935008431703242,3027600.0,300000000.0,0.010092
2000-09-06,6.894333895446918,6.92483979763916,6.640118043844892,6.660455311973054,5706536.0,300000000.0,0.019021786666666665
2000-09-07,6.670623946037135,6.863827993254675,6.660455311973054,6.7519730185497835,4520400.0,300000000.0,0.015068
2000-09-08,6.802816188870189,6.812984822934269,6.568937605396325,6.629949409780811,5319300.0,300000000.0,0.017731
2000-09-11,6.629949409780811,6.711298482293459,6.5791062394604065,6.711298482293459,2534000.0,300000000.0,0.008446666666666667
2000-09-12,6.7316357504216215,6.945177065767322,6.7316357504216215,6.863827993254675,3103300.0,300000000.0,0.010344333333333334
2000-09-13,6.863827993254675,6.996020236087728,6.772310286677945,6.9045025295109985,3512800.0,300000000.0,0.011709333333333334
2000-09-14,6.9045025295109985,6.945177065767322,6.762141652613865,6.802816188870189,2227100.0,300000000.0,0.007423666666666667
2000-09-15,6.792647554806107,6.802816188870189,6.670623946037135,6.762141652613865,1228400.0,300000000.0,0.004094666666666667
2000-09-18,6.772310286677945,6.812984822934269,6.660455311973054,6.660455311973054,1700400.0,300000000.0,0.005668
2000-09-19,6.609612141652649,6.609612141652649,6.4062394603710295,6.446913996627353,2746600.0,300000000.0,0.009155333333333333
2000-09-20,6.436745362563273,6.50792580101184,6.385902192242868,6.50792580101184,2053500.0,300000000.0,0.006845
2000-09-21,6.558768971332245,6.589274873524488,6.446913996627353,6.457082630691434,1205500.0,300000000.0,0.004018333333333333
2000-09-22,6.4062394603710295,6.457082630691434,6.375733558178786,6.385902192242868,1768000.0,300000000.0,0.005893333333333334
2000-09-25,6.30455311973022,6.4265767284991915,6.294384485666139,6.324890387858381,1285900.0,300000000.0,0.004286333333333333
2000-09-26,6.355396290050624,6.568937605396325,6.355396290050624,6.50792580101184,3611600.0,300000000.0,0.012038666666666666
2000-09-27,6.528263069140001,6.538431703204082,6.457082630691434,6.518094435075921,1512300.0,300000000.0,0.005041
2000-09-28,6.518094435075921,6.548600337268164,6.467251264755515,6.477419898819597,1375600.0,300000000.0,0.004585333333333334
2000-09-29,6.467251264755515,6.528263069140001,6.467251264755515,6.497757166947758,1040100.0,300000000.0,0.003467
2000-10-09,6.50792580101184,6.528263069140001,6.4265767284991915,6.518094435075921,764900.0,300000000.0,0.0025496666666666667
2000-10-10,6.528263069140001,6.61978077571673,6.497757166947758,6.609612141652649,1732200.0,300000000.0,0.005774
2000-10-11,6.609612141652649,6.629949409780811,6.457082630691434,6.487588532883677,1427100.0,300000000.0,0.004757
2000-10-12,6.487588532883677,6.50792580101184,6.375733558178786,6.396070826306948,1818300.0,300000000.0,0.006061
2000-10-13,6.365564924114706,6.41640809443511,6.324890387858381,6.355396290050624,1847500.0,300000000.0,0.006158333333333333
2000-10-16,6.355396290050624,6.355396290050624,6.284215851602057,6.284215851602057,1172000.0,300000000.0,0.003906666666666667
2000-10-17,6.284215851602057,6.335059021922463,6.2537099494098145,6.30455311973022,1209500.0,300000000.0,0.004031666666666667
2000-10-18,6.335059021922463,6.609612141652649,6.294384485666139,6.568937605396325,2064000.0,300000000.0,0.00688
2000-10-19,6.558768971332245,6.558768971332245,6.4265767284991915,6.497757166947758,1332400.0,300000000.0,0.004441333333333334
