date,open,high,low,close,volume,outstanding_share,turnover
2002-08-15,3.6384573002754363,3.648677685950367,3.5975757575757124,3.607796143250643,5208579.0,2800000000.0,0.0018602067857142856
2002-08-16,3.5975757575757124,3.7508815426996773,3.587355371900781,3.6793388429751603,34679101.0,2800000000.0,0.012385393214285714
2002-08-19,3.7304407713498153,3.7304407713498153,3.6588980716252983,3.6793388429751603,9205200.0,2800000000.0,0.0032875714285714288
2002-08-20,3.6793388429751603,3.8019834710743323,3.6793388429751603,3.7917630853994013,86790588.0,2800000000.0,0.03099663857142857
2002-08-21,3.7917630853994013,3.88374655647378,3.7713223140495393,3.8224242424241943,75773252.0,2800000000.0,0.027061875714285713
2002-08-22,3.8224242424241943,3.8939669421487113,3.7917630853994013,3.8224242424241943,48665460.0,2800000000.0,0.017380521428571428
2002-08-23,3.8224242424241943,3.842865013774056,3.7815426997244703,3.8224242424241943,25128267.0,2800000000.0,0.008974381071428571
2002-08-26,3.8122038567492633,3.8122038567492633,3.7406611570247463,3.7611019283746083,27900815.0,2800000000.0,0.009964576785714286
2002-08-27,3.7611019283746083,3.7815426997244703,3.7406611570247463,3.7713223140495393,15173538.0,2800000000.0,0.005419120714285714
2002-08-28,3.7713223140495393,3.7917630853994013,3.7508815426996773,3.7611019283746083,9065216.0,2800000000.0,0.003237577142857143
2002-08-29,3.7611019283746083,3.7917630853994013,3.7406611570247463,3.7508815426996773,11704490.0,2800000000.0,0.004180175
2002-08-30,3.7508815426996773,3.7713223140495393,3.7508815426996773,3.7508815426996773,5689945.0,2800000000.0,0.0020321232142857144
2002-09-02,3.7508815426996773,3.7611019283746083,3.7406611570247463,3.7611019283746083,7978582.0,2800000000.0,0.0028494935714285714
2002-09-03,3.7611019283746083,3.8122038567492633,3.7508815426996773,3.7611019283746083,6556589.0,2800000000.0,0.0023416389285714286
2002-09-04,3.7611019283746083,3.7815426997244703,3.7406611570247463,3.7406611570247463,7951140.0,2800000000.0,0.002839692857142857
2002-09-05,3.7406611570247463,3.7508815426996773,3.6793388429751603,3.6895592286500913,16900933.0,2800000000.0,0.0060360475
2002-09-06,3.6793388429751603,3.7099999999999533,3.6384573002754363,3.6588980716252983,23392076.0,2800000000.0,0.008354312857142858
2002-09-09,3.6588980716252983,3.6997796143250223,3.648677685950367,3.6895592286500913,11672483.0,2800000000.0,0.004168743928571429
2002-09-10,3.6895592286500913,3.7304407713498153,3.669118457300229,3.7099999999999533,15339256.0,2800000000.0,0.005478305714285714
2002-09-11,3.7099999999999533,3.7099999999999533,3.648677685950367,3.6997796143250223,9189404.0,2800000000.0,0.00328193
2002-09-12,3.6895592286500913,3.7099999999999533,3.6588980716252983,3.669118457300229,7701373.0,2800000000.0,0.0027504903571428574
2002-09-13,3.6793388429751603,3.6895592286500913,3.6588980716252983,3.6895592286500913,5731522.0,2800000000.0,0.002046972142857143
2002-09-16,3.6793388429751603,3.6895592286500913,3.5669146005509194,3.6384573002754363,16651080.0,2800000000.0,0.0059468142857142855
2002-09-17,3.628236914600505,3.648677685950367,3.5771349862258504,3.607796143250643,23877076.0,2800000000.0,0.008527527142857143
2002-09-18,3.587355371900781,3.5975757575757124,3.5566942148759884,3.5566942148759884,13269781.0,2800000000.0,0.0047392075
2002-09-19,3.5566942148759884,3.6180165289255743,3.4953719008264024,3.5975757575757124,24797954.0,2800000000.0,0.008856412142857142
2002-09-20,3.5975757575757124,3.5975757575757124,3.5362534435261264,3.5566942148759884,7514849.0,2800000000.0,0.0026838746428571427
2002-09-23,3.5566942148761496,3.5566942148761496,3.525855825729825,3.5566942148761496,6564800.0,2800000000.0,0.0023445714285714285
2002-09-24,3.5566942148761496,3.587532604022475,3.51557636268105,3.546414751827375,16015831.0,2800000000.0,0.005719939642857143
2002-09-25,3.546414751827375,3.5772531409736996,3.525855825729825,3.566973677924925,7089121.0,2800000000.0,0.0025318289285714284
2002-09-26,3.566973677924925,3.5772531409736996,3.525855825729825,3.5361352887786,8055500.0,2800000000.0,0.0028769642857142856
2002-09-27,3.525855825729825,3.566973677924925,3.525855825729825,3.5361352887786,7073515.0,2800000000.0,0.002526255357142857
2002-10-08,3.525855825729825,3.525855825729825,3.47445851048595,3.4950174365835,8460606.0,2800000000.0,0.003021645
2002-10-09,3.4950174365835,3.4950174365835,3.289428175608,3.2997076386567747,25301358.0,2800000000.0,0.009036199285714286
2002-10-10,3.289428175608,3.361384416949425,3.289428175608,3.320266564754325,13079189.0,2800000000.0,0.004671138928571429
2002-10-11,3.340825490851875,3.3716638799981995,3.320266564754325,3.340825490851875,8298299.0,2800000000.0,0.002963678214285714
2002-10-14,3.340825490851875,3.381943343046975,3.30998710170555,3.3716638799981995,8694089.0,2800000000.0,0.0031050317857142856
2002-10-15,3.381943343046975,3.3922228060957496,3.3511049539006494,3.3511049539006494,9155000.0,2800000000.0,0.0032696428571428572
2002-10-16,3.3511049539006494,3.402502269144525,3.340825490851875,3.361384416949425,8802042.0,2800000000.0,0.0031435864285714286
2002-10-17,3.361384416949425,3.3716638799981995,3.2791487125592247,3.289428175608,11810595.0,2800000000.0,0.004218069642857143
2002-10-18,3.289428175608,3.3305460278031,3.2791487125592247,3.320266564754325,10108265.0,2800000000.0,0.003610094642857143
